year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2019,"Green Kingfisher",Chloroceryle americana,6,33.91,0.17693895606015927
2020,"Green Kingfisher",Chloroceryle americana,8,45.6,0.17543859649122806
2021,"Green Kingfisher",Chloroceryle americana,10,67.1,0.1490312965722802
2015,"White-necked Puffbird",Notharchus hyperrhynchus,0,56.5,0
2016,"White-necked Puffbird",Notharchus hyperrhynchus,4,85.5,0.04678362573099415
2017,"White-necked Puffbird",Notharchus hyperrhynchus,0,73.75,0
2018,"White-necked Puffbird",Notharchus hyperrhynchus,6,51,0.11764705882352941
2019,"White-necked Puffbird",Notharchus hyperrhynchus,15,33.91,0.44234739015039815
2020,"White-necked Puffbird",Notharchus hyperrhynchus,8,45.6,0.17543859649122806
2021,"White-necked Puffbird",Notharchus hyperrhynchus,9,67.1,0.13412816691505217
2015,"Guianan Puffbird",Notharchus macrorhynchos,2,56.5,0.035398230088495575
2016,"Guianan Puffbird",Notharchus macrorhynchos,0,85.5,0
2017,"Guianan Puffbird",Notharchus macrorhynchos,0,73.75,0
2018,"Guianan Puffbird",Notharchus macrorhynchos,0,51,0
2019,"Guianan Puffbird",Notharchus macrorhynchos,0,33.91,0
2020,"Guianan Puffbird",Notharchus macrorhynchos,0,45.6,0
2021,"Guianan Puffbird",Notharchus macrorhynchos,0,67.1,0
2015,"Collared Aracari",Pteroglossus torquatus,1,56.5,0.017699115044247787
2016,"Collared Aracari",Pteroglossus torquatus,8,85.5,0.0935672514619883
2017,"Collared Aracari",Pteroglossus torquatus,0,73.75,0
2018,"Collared Aracari",Pteroglossus torquatus,0,51,0
2019,"Collared Aracari",Pteroglossus torquatus,1,33.91,0.029489826010026542
2020,"Collared Aracari",Pteroglossus torquatus,2,45.6,0.043859649122807015
2021,"Collared Aracari",Pteroglossus torquatus,11,67.1,0.1639344262295082
2015,"Keel-billed Toucan",Ramphastos sulfuratus,2,56.5,0.035398230088495575
2016,"Keel-billed Toucan",Ramphastos sulfuratus,6,85.5,0.07017543859649122
2017,"Keel-billed Toucan",Ramphastos sulfuratus,1,73.75,0.013559322033898305
2018,"Keel-billed Toucan",Ramphastos sulfuratus,4,51,0.0784313725490196
2019,"Keel-billed Toucan",Ramphastos sulfuratus,11,33.91,0.32438808611029196
2020,"Keel-billed Toucan",Ramphastos sulfuratus,5,45.6,0.10964912280701754
2021,"Keel-billed Toucan",Ramphastos sulfuratus,12,67.1,0.17883755588673622
2015,"Hoffmann's Woodpecker",Melanerpes hoffmannii,33,56.5,0.584070796460177
2016,"Hoffmann's Woodpecker",Melanerpes hoffmannii,115,85.5,1.345029239766082
2017,"Hoffmann's Woodpecker",Melanerpes hoffmannii,49,73.75,0.6644067796610169
2018,"Hoffmann's Woodpecker",Melanerpes hoffmannii,35,51,0.6862745098039216
2019,"Hoffmann's Woodpecker",Melanerpes hoffmannii,73,33.91,2.1527572987319377
2020,"Hoffmann's Woodpecker",Melanerpes hoffmannii,39,45.6,0.8552631578947368
2021,"Hoffmann's Woodpecker",Melanerpes hoffmannii,64,67.1,0.9538002980625933
2015,"Lineated Woodpecker",Dryocopus lineatus,1,56.5,0.017699115044247787
2016,"Lineated Woodpecker",Dryocopus lineatus,0,85.5,0
2017,"Lineated Woodpecker",Dryocopus lineatus,0,73.75,0
2018,"Lineated Woodpecker",Dryocopus lineatus,0,51,0
2019,"Lineated Woodpecker",Dryocopus lineatus,0,33.91,0
2020,"Lineated Woodpecker",Dryocopus lineatus,0,45.6,0
2021,"Lineated Woodpecker",Dryocopus lineatus,1,67.1,0.01490312965722802
2015,"Pale-billed Woodpecker",Campephilus guatemalensis,1,56.5,0.017699115044247787
2016,"Pale-billed Woodpecker",Campephilus guatemalensis,0,85.5,0
2017,"Pale-billed Woodpecker",Campephilus guatemalensis,3,73.75,0.04067796610169491
2018,"Pale-billed Woodpecker",Campephilus guatemalensis,2,51,0.0392156862745098
2019,"Pale-billed Woodpecker",Campephilus guatemalensis,2,33.91,0.058979652020053085
2020,"Pale-billed Woodpecker",Campephilus guatemalensis,2,45.6,0.043859649122807015
2021,"Pale-billed Woodpecker",Campephilus guatemalensis,11,67.1,0.1639344262295082
2015,"Collared Forest-Falcon",Micrastur semitorquatus,0,56.5,0
2016,"Collared Forest-Falcon",Micrastur semitorquatus,0,85.5,0
2017,"Collared Forest-Falcon",Micrastur semitorquatus,0,73.75,0
2018,"Collared Forest-Falcon",Micrastur semitorquatus,0,51,0
2019,"Collared Forest-Falcon",Micrastur semitorquatus,1,33.91,0.029489826010026542
2020,"Collared Forest-Falcon",Micrastur semitorquatus,0,45.6,0
2021,"Collared Forest-Falcon",Micrastur semitorquatus,1,67.1,0.01490312965722802
2015,"Crested Caracara",Caracara cheriway,19,56.5,0.336283185840708
2016,"Crested Caracara",Caracara cheriway,26,85.5,0.30409356725146197
2017,"Crested Caracara",Caracara cheriway,31,73.75,0.42033898305084744
2018,"Crested Caracara",Caracara cheriway,17,51,0.3333333333333333
2019,"Crested Caracara",Caracara cheriway,14,33.91,0.4128575641403716
2020,"Crested Caracara",Caracara cheriway,28,45.6,0.6140350877192983
2021,"Crested Caracara",Caracara cheriway,8,67.1,0.11922503725782416
2015,"Laughing Falcon",Herpetotheres cachinnans,0,56.5,0
2016,"Laughing Falcon",Herpetotheres cachinnans,2,85.5,0.023391812865497075
2017,"Laughing Falcon",Herpetotheres cachinnans,1,73.75,0.013559322033898305
2018,"Laughing Falcon",Herpetotheres cachinnans,1,51,0.0196078431372549
2019,"Laughing Falcon",Herpetotheres cachinnans,1,33.91,0.029489826010026542
2020,"Laughing Falcon",Herpetotheres cachinnans,1,45.6,0.021929824561403508
2021,"Laughing Falcon",Herpetotheres cachinnans,3,67.1,0.044709388971684055
2015,"American Kestrel",Falco sparverius,5,56.5,0.08849557522123894
2016,"American Kestrel",Falco sparverius,3,85.5,0.03508771929824561
2017,"American Kestrel",Falco sparverius,7,73.75,0.09491525423728814
2018,"American Kestrel",Falco sparverius,0,51,0
2019,"American Kestrel",Falco sparverius,1,33.91,0.029489826010026542
2020,"American Kestrel",Falco sparverius,13,45.6,0.2850877192982456
2021,"American Kestrel",Falco sparverius,4,67.1,0.05961251862891208
2015,"Bat Falcon",Falco rufigularis,0,56.5,0
2016,"Bat Falcon",Falco rufigularis,5,85.5,0.05847953216374269
2017,"Bat Falcon",Falco rufigularis,2,73.75,0.02711864406779661
2018,"Bat Falcon",Falco rufigularis,2,51,0.0392156862745098
2019,"Bat Falcon",Falco rufigularis,3,33.91,0.08846947803007964
2020,"Bat Falcon",Falco rufigularis,2,45.6,0.043859649122807015
2021,"Bat Falcon",Falco rufigularis,7,67.1,0.10432190760059613
2015,"Peregrine Falcon",Falco peregrinus,0,56.5,0
2016,"Peregrine Falcon",Falco peregrinus,1,85.5,0.011695906432748537
2017,"Peregrine Falcon",Falco peregrinus,3,73.75,0.04067796610169491
2018,"Peregrine Falcon",Falco peregrinus,0,51,0
2019,"Peregrine Falcon",Falco peregrinus,0,33.91,0
2020,"Peregrine Falcon",Falco peregrinus,2,45.6,0.043859649122807015
2021,"Peregrine Falcon",Falco peregrinus,2,67.1,0.02980625931445604
2015,"Orange-chinned Parakeet",Brotogeris jugularis,88,56.5,1.5575221238938053
2016,"Orange-chinned Parakeet",Brotogeris jugularis,125,85.5,1.4619883040935673
2017,"Orange-chinned Parakeet",Brotogeris jugularis,112,73.75,1.5186440677966102
2018,"Orange-chinned Parakeet",Brotogeris jugularis,67,51,1.3137254901960784
2019,"Orange-chinned Parakeet",Brotogeris jugularis,74,33.91,2.182247124741964
2020,"Orange-chinned Parakeet",Brotogeris jugularis,58,45.6,1.2719298245614035
2021,"Orange-chinned Parakeet",Brotogeris jugularis,115,67.1,1.7138599105812222
2015,"Red-lored Parrot",Amazona autumnalis,17,56.5,0.3008849557522124
2016,"Red-lored Parrot",Amazona autumnalis,3,85.5,0.03508771929824561
2017,"Red-lored Parrot",Amazona autumnalis,0,73.75,0
2018,"Red-lored Parrot",Amazona autumnalis,0,51,0
2019,"Red-lored Parrot",Amazona autumnalis,2,33.91,0.058979652020053085
2020,"Red-lored Parrot",Amazona autumnalis,0,45.6,0
2021,"Red-lored Parrot",Amazona autumnalis,0,67.1,0
2015,"Yellow-naped Parrot",Amazona auropalliata,15,56.5,0.26548672566371684
2016,"Yellow-naped Parrot",Amazona auropalliata,28,85.5,0.32748538011695905
2017,"Yellow-naped Parrot",Amazona auropalliata,28,73.75,0.37966101694915255
2018,"Yellow-naped Parrot",Amazona auropalliata,8,51,0.1568627450980392
2019,"Yellow-naped Parrot",Amazona auropalliata,11,33.91,0.32438808611029196
2020,"Yellow-naped Parrot",Amazona auropalliata,17,45.6,0.37280701754385964
2021,"Yellow-naped Parrot",Amazona auropalliata,49,67.1,0.730253353204173
2015,"White-fronted Parrot",Amazona albifrons,21,56.5,0.37168141592920356
2016,"White-fronted Parrot",Amazona albifrons,222,85.5,2.5964912280701755
2017,"White-fronted Parrot",Amazona albifrons,77,73.75,1.0440677966101695
2018,"White-fronted Parrot",Amazona albifrons,42,51,0.8235294117647058
2019,"White-fronted Parrot",Amazona albifrons,92,33.91,2.713063992922442
2020,"White-fronted Parrot",Amazona albifrons,51,45.6,1.118421052631579
2021,"White-fronted Parrot",Amazona albifrons,127,67.1,1.8926974664679583
2015,"Mealy Parrot",Amazona farinosa,2,56.5,0.035398230088495575
2016,"Mealy Parrot",Amazona farinosa,0,85.5,0
2017,"Mealy Parrot",Amazona farinosa,0,73.75,0
2018,"Mealy Parrot",Amazona farinosa,0,51,0
2019,"Mealy Parrot",Amazona farinosa,6,33.91,0.17693895606015927
2020,"Mealy Parrot",Amazona farinosa,0,45.6,0
2021,"Mealy Parrot",Amazona farinosa,2,67.1,0.02980625931445604
2015,"Orange-fronted Parakeet",Eupsittula canicularis,264,56.5,4.672566371681416
2016,"Orange-fronted Parakeet",Eupsittula canicularis,157,85.5,1.8362573099415205
2017,"Orange-fronted Parakeet",Eupsittula canicularis,264,73.75,3.5796610169491525
2018,"Orange-fronted Parakeet",Eupsittula canicularis,99,51,1.9411764705882353
2019,"Orange-fronted Parakeet",Eupsittula canicularis,224,33.91,6.605721026245946
2020,"Orange-fronted Parakeet",Eupsittula canicularis,90,45.6,1.9736842105263157
2021,"Orange-fronted Parakeet",Eupsittula canicularis,234,67.1,3.4873323397913563
2015,"Crimson-fronted Parakeet",Psittacara finschi,20,56.5,0.35398230088495575
2016,"Crimson-fronted Parakeet",Psittacara finschi,70,85.5,0.8187134502923976
2017,"Crimson-fronted Parakeet",Psittacara finschi,0,73.75,0
2018,"Crimson-fronted Parakeet",Psittacara finschi,0,51,0
2019,"Crimson-fronted Parakeet",Psittacara finschi,0,33.91,0
2020,"Crimson-fronted Parakeet",Psittacara finschi,0,45.6,0
2021,"Crimson-fronted Parakeet",Psittacara finschi,0,67.1,0
2015,"Barred Antshrike",Thamnophilus doliatus,0,56.5,0
2016,"Barred Antshrike",Thamnophilus doliatus,3,85.5,0.03508771929824561
2017,"Barred Antshrike",Thamnophilus doliatus,3,73.75,0.04067796610169491
2018,"Barred Antshrike",Thamnophilus doliatus,1,51,0.0196078431372549
2019,"Barred Antshrike",Thamnophilus doliatus,0,33.91,0
2020,"Barred Antshrike",Thamnophilus doliatus,5,45.6,0.10964912280701754
2021,"Barred Antshrike",Thamnophilus doliatus,9,67.1,0.13412816691505217
2015,"Black-crowned Antshrike",Thamnophilus atrinucha,0,56.5,0
2016,"Black-crowned Antshrike",Thamnophilus atrinucha,0,85.5,0
2017,"Black-crowned Antshrike",Thamnophilus atrinucha,0,73.75,0
2018,"Black-crowned Antshrike",Thamnophilus atrinucha,2,51,0.0392156862745098
2019,"Black-crowned Antshrike",Thamnophilus atrinucha,0,33.91,0
2020,"Black-crowned Antshrike",Thamnophilus atrinucha,4,45.6,0.08771929824561403
2021,"Black-crowned Antshrike",Thamnophilus atrinucha,3,67.1,0.044709388971684055
2015,"Dusky Antbird",Cercomacroides tyrannina,0,56.5,0
2016,"Dusky Antbird",Cercomacroides tyrannina,3,85.5,0.03508771929824561
2017,"Dusky Antbird",Cercomacroides tyrannina,0,73.75,0
2018,"Dusky Antbird",Cercomacroides tyrannina,0,51,0
2019,"Dusky Antbird",Cercomacroides tyrannina,0,33.91,0
2020,"Dusky Antbird",Cercomacroides tyrannina,4,45.6,0.08771929824561403
2021,"Dusky Antbird",Cercomacroides tyrannina,4,67.1,0.05961251862891208
2015,"Spotted Antbird",Hylophylax naevioides,2,56.5,0.035398230088495575
2016,"Spotted Antbird",Hylophylax naevioides,0,85.5,0
2017,"Spotted Antbird",Hylophylax naevioides,3,73.75,0.04067796610169491
2018,"Spotted Antbird",Hylophylax naevioides,5,51,0.09803921568627451
2019,"Spotted Antbird",Hylophylax naevioides,6,33.91,0.17693895606015927
2020,"Spotted Antbird",Hylophylax naevioides,4,45.6,0.08771929824561403
2021,"Spotted Antbird",Hylophylax naevioides,13,67.1,0.19374068554396426
2015,"Olivaceous Woodcreeper",Sittasomus griseicapillus,2,56.5,0.035398230088495575
2016,"Olivaceous Woodcreeper",Sittasomus griseicapillus,1,85.5,0.011695906432748537
2017,"Olivaceous Woodcreeper",Sittasomus griseicapillus,5,73.75,0.06779661016949153
2018,"Olivaceous Woodcreeper",Sittasomus griseicapillus,2,51,0.0392156862745098
2019,"Olivaceous Woodcreeper",Sittasomus griseicapillus,2,33.91,0.058979652020053085
2020,"Olivaceous Woodcreeper",Sittasomus griseicapillus,1,45.6,0.021929824561403508
2021,"Olivaceous Woodcreeper",Sittasomus griseicapillus,5,67.1,0.0745156482861401
2015,"Ruddy Woodcreeper",Dendrocincla homochroa,0,56.5,0
2016,"Ruddy Woodcreeper",Dendrocincla homochroa,1,85.5,0.011695906432748537
2017,"Ruddy Woodcreeper",Dendrocincla homochroa,0,73.75,0
2018,"Ruddy Woodcreeper",Dendrocincla homochroa,1,51,0.0196078431372549
2019,"Ruddy Woodcreeper",Dendrocincla homochroa,0,33.91,0
2020,"Ruddy Woodcreeper",Dendrocincla homochroa,2,45.6,0.043859649122807015
2021,"Ruddy Woodcreeper",Dendrocincla homochroa,1,67.1,0.01490312965722802
2015,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,1,56.5,0.017699115044247787
2016,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,3,85.5,0.03508771929824561
2017,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,1,73.75,0.013559322033898305
2018,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,2,51,0.0392156862745098
2019,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,4,33.91,0.11795930404010617
2020,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,4,45.6,0.08771929824561403
2021,"Northern Barred-Woodcreeper",Dendrocolaptes sanctithomae,10,67.1,0.1490312965722802
2015,"Cocoa Woodcreeper",Xiphorhynchus susurrans,0,56.5,0
2016,"Cocoa Woodcreeper",Xiphorhynchus susurrans,2,85.5,0.023391812865497075
2017,"Cocoa Woodcreeper",Xiphorhynchus susurrans,0,73.75,0
2018,"Cocoa Woodcreeper",Xiphorhynchus susurrans,0,51,0
2019,"Cocoa Woodcreeper",Xiphorhynchus susurrans,0,33.91,0
2020,"Cocoa Woodcreeper",Xiphorhynchus susurrans,0,45.6,0
2021,"Cocoa Woodcreeper",Xiphorhynchus susurrans,1,67.1,0.01490312965722802
2015,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,1,56.5,0.017699115044247787
2016,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,1,85.5,0.011695906432748537
2017,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,3,73.75,0.04067796610169491
2018,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,1,51,0.0196078431372549
2019,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,0,33.91,0
2020,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,2,45.6,0.043859649122807015
2021,"Ivory-billed Woodcreeper",Xiphorhynchus flavigaster,2,67.1,0.02980625931445604
2015,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,0,56.5,0
2016,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,0,85.5,0
2017,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,0,73.75,0
2018,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,0,51,0
2019,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,0,33.91,0
2020,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,0,45.6,0
2021,"Black-striped Woodcreeper",Xiphorhynchus lachrymosus,1,67.1,0.01490312965722802
2015,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,1,56.5,0.017699115044247787
2016,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,5,85.5,0.05847953216374269
2017,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,12,73.75,0.16271186440677965
2018,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,1,51,0.0196078431372549
2019,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,4,33.91,0.11795930404010617
2020,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,3,45.6,0.06578947368421052
2021,"Streak-headed Woodcreeper",Lepidocolaptes souleyetii,14,67.1,0.20864381520119227
2015,"Northern Beardless-Tyrannulet",Camptostoma imberbe,1,56.5,0.017699115044247787
2016,"Northern Beardless-Tyrannulet",Camptostoma imberbe,3,85.5,0.03508771929824561
2017,"Northern Beardless-Tyrannulet",Camptostoma imberbe,1,73.75,0.013559322033898305
2018,"Northern Beardless-Tyrannulet",Camptostoma imberbe,0,51,0
2019,"Northern Beardless-Tyrannulet",Camptostoma imberbe,0,33.91,0
2020,"Northern Beardless-Tyrannulet",Camptostoma imberbe,3,45.6,0.06578947368421052
2021,"Northern Beardless-Tyrannulet",Camptostoma imberbe,5,67.1,0.0745156482861401
2015,"Greenish Elaenia",Myiopagis viridicata,1,56.5,0.017699115044247787
2016,"Greenish Elaenia",Myiopagis viridicata,0,85.5,0
2017,"Greenish Elaenia",Myiopagis viridicata,1,73.75,0.013559322033898305
2018,"Greenish Elaenia",Myiopagis viridicata,0,51,0
2019,"Greenish Elaenia",Myiopagis viridicata,2,33.91,0.058979652020053085
2020,"Greenish Elaenia",Myiopagis viridicata,3,45.6,0.06578947368421052
2021,"Greenish Elaenia",Myiopagis viridicata,3,67.1,0.044709388971684055
2015,"Yellow-bellied Elaenia",Elaenia flavogaster,0,56.5,0
2016,"Yellow-bellied Elaenia",Elaenia flavogaster,0,85.5,0
2017,"Yellow-bellied Elaenia",Elaenia flavogaster,0,73.75,0
2018,"Yellow-bellied Elaenia",Elaenia flavogaster,0,51,0
2019,"Yellow-bellied Elaenia",Elaenia flavogaster,0,33.91,0
2020,"Yellow-bellied Elaenia",Elaenia flavogaster,0,45.6,0
2021,"Yellow-bellied Elaenia",Elaenia flavogaster,2,67.1,0.02980625931445604
2015,"Northern Bentbill",Oncostoma cinereigulare,0,56.5,0
2016,"Northern Bentbill",Oncostoma cinereigulare,0,85.5,0
2017,"Northern Bentbill",Oncostoma cinereigulare,0,73.75,0
2018,"Northern Bentbill",Oncostoma cinereigulare,0,51,0
2019,"Northern Bentbill",Oncostoma cinereigulare,0,33.91,0
2020,"Northern Bentbill",Oncostoma cinereigulare,1,45.6,0.021929824561403508
2021,"Northern Bentbill",Oncostoma cinereigulare,0,67.1,0
2015,"Common Tody-Flycatcher",Todirostrum cinereum,0,56.5,0
2016,"Common Tody-Flycatcher",Todirostrum cinereum,0,85.5,0
2017,"Common Tody-Flycatcher",Todirostrum cinereum,4,73.75,0.05423728813559322
2018,"Common Tody-Flycatcher",Todirostrum cinereum,0,51,0
2019,"Common Tody-Flycatcher",Todirostrum cinereum,0,33.91,0
2020,"Common Tody-Flycatcher",Todirostrum cinereum,4,45.6,0.08771929824561403
2021,"Common Tody-Flycatcher",Todirostrum cinereum,6,67.1,0.08941877794336811
2015,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,0,56.5,0
2016,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,4,85.5,0.04678362573099415
2017,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,9,73.75,0.12203389830508475
2018,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,5,51,0.09803921568627451
2019,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,6,33.91,0.17693895606015927
2020,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,9,45.6,0.19736842105263158
2021,"Yellow-olive Flycatcher",Tolmomyias sulphurescens,16,67.1,0.2384500745156483
2015,"Stub-tailed Spadebill",Platyrinchus cancrominus,0,56.5,0
2016,"Stub-tailed Spadebill",Platyrinchus cancrominus,1,85.5,0.011695906432748537
2017,"Stub-tailed Spadebill",Platyrinchus cancrominus,1,73.75,0.013559322033898305
2018,"Stub-tailed Spadebill",Platyrinchus cancrominus,0,51,0
2019,"Stub-tailed Spadebill",Platyrinchus cancrominus,1,33.91,0.029489826010026542
2020,"Stub-tailed Spadebill",Platyrinchus cancrominus,1,45.6,0.021929824561403508
2021,"Stub-tailed Spadebill",Platyrinchus cancrominus,1,67.1,0.01490312965722802
2015,"Royal Flycatcher",Onychorhynchus coronatus,0,56.5,0
2016,"Royal Flycatcher",Onychorhynchus coronatus,1,85.5,0.011695906432748537
2017,"Royal Flycatcher",Onychorhynchus coronatus,0,73.75,0
2018,"Royal Flycatcher",Onychorhynchus coronatus,0,51,0
2019,"Royal Flycatcher",Onychorhynchus coronatus,0,33.91,0
2020,"Royal Flycatcher",Onychorhynchus coronatus,0,45.6,0
2021,"Royal Flycatcher",Onychorhynchus coronatus,0,67.1,0
2015,"Olive-sided Flycatcher",Contopus cooperi,0,56.5,0
2016,"Olive-sided Flycatcher",Contopus cooperi,0,85.5,0
2017,"Olive-sided Flycatcher",Contopus cooperi,0,73.75,0
2018,"Olive-sided Flycatcher",Contopus cooperi,0,51,0
2019,"Olive-sided Flycatcher",Contopus cooperi,0,33.91,0
2020,"Olive-sided Flycatcher",Contopus cooperi,0,45.6,0
2021,"Olive-sided Flycatcher",Contopus cooperi,1,67.1,0.01490312965722802
2015,"Western Wood-Pewee",Contopus sordidulus,0,56.5,0
2016,"Western Wood-Pewee",Contopus sordidulus,0,85.5,0
2017,"Western Wood-Pewee",Contopus sordidulus,0,73.75,0
2018,"Western Wood-Pewee",Contopus sordidulus,0,51,0
2019,"Western Wood-Pewee",Contopus sordidulus,0,33.91,0
2020,"Western Wood-Pewee",Contopus sordidulus,0,45.6,0
2021,"Western Wood-Pewee",Contopus sordidulus,1,67.1,0.01490312965722802
2015,"Eastern Wood-Pewee",Contopus virens,3,56.5,0.05309734513274336
2016,"Eastern Wood-Pewee",Contopus virens,2,85.5,0.023391812865497075
2017,"Eastern Wood-Pewee",Contopus virens,0,73.75,0
2018,"Eastern Wood-Pewee",Contopus virens,2,51,0.0392156862745098
2019,"Eastern Wood-Pewee",Contopus virens,0,33.91,0
2020,"Eastern Wood-Pewee",Contopus virens,0,45.6,0
2021,"Eastern Wood-Pewee",Contopus virens,2,67.1,0.02980625931445604
2015,"Tropical Pewee",Contopus cinereus,1,56.5,0.017699115044247787
2016,"Tropical Pewee",Contopus cinereus,1,85.5,0.011695906432748537
2017,"Tropical Pewee",Contopus cinereus,1,73.75,0.013559322033898305
2018,"Tropical Pewee",Contopus cinereus,0,51,0
2019,"Tropical Pewee",Contopus cinereus,0,33.91,0
2020,"Tropical Pewee",Contopus cinereus,0,45.6,0
2021,"Tropical Pewee",Contopus cinereus,0,67.1,0
2015,"Yellow-bellied Flycatcher",Empidonax flaviventris,0,56.5,0
2016,"Yellow-bellied Flycatcher",Empidonax flaviventris,0,85.5,0
2017,"Yellow-bellied Flycatcher",Empidonax flaviventris,6,73.75,0.08135593220338982
2018,"Yellow-bellied Flycatcher",Empidonax flaviventris,2,51,0.0392156862745098
2019,"Yellow-bellied Flycatcher",Empidonax flaviventris,1,33.91,0.029489826010026542
2020,"Yellow-bellied Flycatcher",Empidonax flaviventris,2,45.6,0.043859649122807015
2021,"Yellow-bellied Flycatcher",Empidonax flaviventris,17,67.1,0.2533532041728763
2015,"Bright-rumped Attila",Attila spadiceus,0,56.5,0
2016,"Bright-rumped Attila",Attila spadiceus,4,85.5,0.04678362573099415
2017,"Bright-rumped Attila",Attila spadiceus,1,73.75,0.013559322033898305
2018,"Bright-rumped Attila",Attila spadiceus,1,51,0.0196078431372549
2019,"Bright-rumped Attila",Attila spadiceus,0,33.91,0
2020,"Bright-rumped Attila",Attila spadiceus,1,45.6,0.021929824561403508
2021,"Bright-rumped Attila",Attila spadiceus,4,67.1,0.05961251862891208
2015,"Dusky-capped Flycatcher",Myiarchus tuberculifer,13,56.5,0.23008849557522124
2016,"Dusky-capped Flycatcher",Myiarchus tuberculifer,24,85.5,0.2807017543859649
2017,"Dusky-capped Flycatcher",Myiarchus tuberculifer,21,73.75,0.2847457627118644
2018,"Dusky-capped Flycatcher",Myiarchus tuberculifer,6,51,0.11764705882352941
2019,"Dusky-capped Flycatcher",Myiarchus tuberculifer,6,33.91,0.17693895606015927
2020,"Dusky-capped Flycatcher",Myiarchus tuberculifer,22,45.6,0.4824561403508772
2021,"Dusky-capped Flycatcher",Myiarchus tuberculifer,22,67.1,0.3278688524590164
2015,"Ash-throated Flycatcher",Myiarchus cinerascens,0,56.5,0
2016,"Ash-throated Flycatcher",Myiarchus cinerascens,3,85.5,0.03508771929824561
2017,"Ash-throated Flycatcher",Myiarchus cinerascens,0,73.75,0
2018,"Ash-throated Flycatcher",Myiarchus cinerascens,0,51,0
2019,"Ash-throated Flycatcher",Myiarchus cinerascens,0,33.91,0
2020,"Ash-throated Flycatcher",Myiarchus cinerascens,0,45.6,0
2021,"Ash-throated Flycatcher",Myiarchus cinerascens,2,67.1,0.02980625931445604
2015,"Nutting's Flycatcher",Myiarchus nuttingi,0,56.5,0
2016,"Nutting's Flycatcher",Myiarchus nuttingi,3,85.5,0.03508771929824561
2017,"Nutting's Flycatcher",Myiarchus nuttingi,1,73.75,0.013559322033898305
2018,"Nutting's Flycatcher",Myiarchus nuttingi,0,51,0
2019,"Nutting's Flycatcher",Myiarchus nuttingi,1,33.91,0.029489826010026542
2020,"Nutting's Flycatcher",Myiarchus nuttingi,0,45.6,0
2021,"Nutting's Flycatcher",Myiarchus nuttingi,2,67.1,0.02980625931445604
2015,"Great Crested Flycatcher",Myiarchus crinitus,3,56.5,0.05309734513274336
2016,"Great Crested Flycatcher",Myiarchus crinitus,15,85.5,0.17543859649122806
2017,"Great Crested Flycatcher",Myiarchus crinitus,5,73.75,0.06779661016949153
2018,"Great Crested Flycatcher",Myiarchus crinitus,2,51,0.0392156862745098
2019,"Great Crested Flycatcher",Myiarchus crinitus,1,33.91,0.029489826010026542
2020,"Great Crested Flycatcher",Myiarchus crinitus,7,45.6,0.15350877192982457
2021,"Great Crested Flycatcher",Myiarchus crinitus,9,67.1,0.13412816691505217
2015,"Brown-crested Flycatcher",Myiarchus tyrannulus,1,56.5,0.017699115044247787
2016,"Brown-crested Flycatcher",Myiarchus tyrannulus,12,85.5,0.14035087719298245
2017,"Brown-crested Flycatcher",Myiarchus tyrannulus,10,73.75,0.13559322033898305
2018,"Brown-crested Flycatcher",Myiarchus tyrannulus,8,51,0.1568627450980392
2019,"Brown-crested Flycatcher",Myiarchus tyrannulus,14,33.91,0.4128575641403716
2020,"Brown-crested Flycatcher",Myiarchus tyrannulus,16,45.6,0.3508771929824561
2021,"Brown-crested Flycatcher",Myiarchus tyrannulus,19,67.1,0.28315946348733234
2015,"Great Kiskadee",Pitangus sulphuratus,24,56.5,0.4247787610619469
