species,count_year,how_many_cw,number_by_party_hours,flags
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",4,0.0156,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",1,0.005,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",1,0.0042,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",5,0.0153,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",1,0.004,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",5,0.0253,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2012 [113]
Count Date: 12/14/2012
# Participants: 26
# Species Reported: 246
Total Hrs.: 100.50",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2013 [114]
Count Date: 12/14/2013
# Participants: 51
# Species Reported: 284
Total Hrs.: 169.75",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2014 [115]
Count Date: 12/14/2014
# Participants: 68
# Species Reported: 331
Total Hrs.: 265.50",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2015 [116]
Count Date: 12/14/2015
# Participants: 72
# Species Reported: 317
Total Hrs.: 162.50",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2016 [117]
Count Date: 12/14/2016
# Participants: 55
# Species Reported: 365
Total Hrs.: ",2,0,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2017 [118]
Count Date: 12/14/2017
# Participants: 44
# Species Reported: 272
Total Hrs.: 78.80",,,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2018 [119]
Count Date: 12/15/2018
# Participants: 89
# Species Reported: 339
Total Hrs.: 175.75",1,0.0057,
"Golden-crowned Spadebill
[Platyrinchus coronatus]","2019 [120]
Count Date: 12/14/2019
# Participants: 115
# Species Reported: 385
Total Hrs.: 182.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","1994 [95]
Count Date: 12/20/1994
# Participants: 
# Species Reported: 311
Total Hrs.: 184.00",1,0.0054,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","1995 [96]
Count Date: 12/17/1995
# Participants: 
# Species Reported: 347
Total Hrs.: 190.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","1996 [97]
Count Date: 12/20/1996
# Participants: 
# Species Reported: 369
Total Hrs.: 310.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","1997 [98]
Count Date: 12/19/1997
# Participants: 
# Species Reported: 343
Total Hrs.: 218.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","1998 [99]
Count Date: 12/19/1998
# Participants: 
# Species Reported: 343
Total Hrs.: 145.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","1999 [100]
Count Date: 12/22/1999
# Participants: 
# Species Reported: 357
Total Hrs.: 147.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2000 [101]
Count Date: 12/20/2000
# Participants: 
# Species Reported: 342
Total Hrs.: 164.00",1,0.0061,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",cw,0,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",1,0.0042,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",1,0.005,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",2,0.008,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",1,0.004,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2012 [113]
Count Date: 12/14/2012
# Participants: 26
# Species Reported: 246
Total Hrs.: 100.50",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2013 [114]
Count Date: 12/14/2013
# Participants: 51
# Species Reported: 284
Total Hrs.: 169.75",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2014 [115]
Count Date: 12/14/2014
# Participants: 68
# Species Reported: 331
Total Hrs.: 265.50",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2015 [116]
Count Date: 12/14/2015
# Participants: 72
# Species Reported: 317
Total Hrs.: 162.50",1,0.0062,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2016 [117]
Count Date: 12/14/2016
# Participants: 55
# Species Reported: 365
Total Hrs.: ",3,0,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2017 [118]
Count Date: 12/14/2017
# Participants: 44
# Species Reported: 272
Total Hrs.: 78.80",2,0.0254,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2018 [119]
Count Date: 12/15/2018
# Participants: 89
# Species Reported: 339
Total Hrs.: 175.75",,,
"Ruddy-tailed Flycatcher
[Terenotriccus erythrurus]","2019 [120]
Count Date: 12/14/2019
# Participants: 115
# Species Reported: 385
Total Hrs.: 182.00",1,0.0055,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","1994 [95]
Count Date: 12/20/1994
# Participants: 
# Species Reported: 311
Total Hrs.: 184.00",4,0.0217,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","1995 [96]
Count Date: 12/17/1995
# Participants: 
# Species Reported: 347
Total Hrs.: 190.00",6,0.0316,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","1996 [97]
Count Date: 12/20/1996
# Participants: 
# Species Reported: 369
Total Hrs.: 310.00",6,0.0194,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","1997 [98]
Count Date: 12/19/1997
# Participants: 
# Species Reported: 343
Total Hrs.: 218.00",1,0.0046,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","1998 [99]
Count Date: 12/19/1998
# Participants: 
# Species Reported: 343
Total Hrs.: 145.00",4,0.0276,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","1999 [100]
Count Date: 12/22/1999
# Participants: 
# Species Reported: 357
Total Hrs.: 147.00",3,0.0204,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2000 [101]
Count Date: 12/20/2000
# Participants: 
# Species Reported: 342
Total Hrs.: 164.00",4,0.0244,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",9,0.035,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",3,0.0124,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",,,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",4,0.02,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",8,0.0452,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",2,0.0085,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",3,0.0092,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",8,0.0319,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",7,0.0278,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",7,0.0354,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",,,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2012 [113]
Count Date: 12/14/2012
# Participants: 26
# Species Reported: 246
Total Hrs.: 100.50",1,0.01,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2013 [114]
Count Date: 12/14/2013
# Participants: 51
# Species Reported: 284
Total Hrs.: 169.75",3,0.0177,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2014 [115]
Count Date: 12/14/2014
# Participants: 68
# Species Reported: 331
Total Hrs.: 265.50",6,0.0226,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2015 [116]
Count Date: 12/14/2015
# Participants: 72
# Species Reported: 317
Total Hrs.: 162.50",7,0.0431,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2016 [117]
Count Date: 12/14/2016
# Participants: 55
# Species Reported: 365
Total Hrs.: ",7,0,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2017 [118]
Count Date: 12/14/2017
# Participants: 44
# Species Reported: 272
Total Hrs.: 78.80",3,0.0381,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2018 [119]
Count Date: 12/15/2018
# Participants: 89
# Species Reported: 339
Total Hrs.: 175.75",2,0.0114,
"Sulphur-rumped Flycatcher
[Myiobius sulphureipygius]","2019 [120]
Count Date: 12/14/2019
# Participants: 115
# Species Reported: 385
Total Hrs.: 182.00",9,0.0495,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","1994 [95]
Count Date: 12/20/1994
# Participants: 
# Species Reported: 311
Total Hrs.: 184.00",38,0.2065,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","1995 [96]
Count Date: 12/17/1995
# Participants: 
# Species Reported: 347
Total Hrs.: 190.00",52,0.2737,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","1996 [97]
Count Date: 12/20/1996
# Participants: 
# Species Reported: 369
Total Hrs.: 310.00",72,0.2323,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","1997 [98]
Count Date: 12/19/1997
# Participants: 
# Species Reported: 343
Total Hrs.: 218.00",32,0.1468,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","1998 [99]
Count Date: 12/19/1998
# Participants: 
# Species Reported: 343
Total Hrs.: 145.00",7,0.0483,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","1999 [100]
Count Date: 12/22/1999
# Participants: 
# Species Reported: 357
Total Hrs.: 147.00",16,0.1088,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2000 [101]
Count Date: 12/20/2000
# Participants: 
# Species Reported: 342
Total Hrs.: 164.00",37,0.2256,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",123,0.4786,"HC,"
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",82,0.3402,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",51,0.2161,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",16,0.08,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",101,0.5706,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",75,0.3171,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",89,0.273,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",79,0.3147,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",70,0.2778,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",29,0.1465,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",25,0.1471,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2012 [113]
Count Date: 12/14/2012
# Participants: 26
# Species Reported: 246
Total Hrs.: 100.50",41,0.408,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2013 [114]
Count Date: 12/14/2013
# Participants: 51
# Species Reported: 284
Total Hrs.: 169.75",37,0.218,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2014 [115]
Count Date: 12/14/2014
# Participants: 68
# Species Reported: 331
Total Hrs.: 265.50",34,0.1281,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2015 [116]
Count Date: 12/14/2015
# Participants: 72
# Species Reported: 317
Total Hrs.: 162.50",32,0.1969,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2016 [117]
Count Date: 12/14/2016
# Participants: 55
# Species Reported: 365
Total Hrs.: ",41,0,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2017 [118]
Count Date: 12/14/2017
# Participants: 44
# Species Reported: 272
Total Hrs.: 78.80",12,0.1523,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2018 [119]
Count Date: 12/15/2018
# Participants: 89
# Species Reported: 339
Total Hrs.: 175.75",28,0.1593,
"Tufted Flycatcher
[Mitrephanes phaeocercus]","2019 [120]
Count Date: 12/14/2019
# Participants: 115
# Species Reported: 385
Total Hrs.: 182.00",39,0.2143,
"Olive-sided Flycatcher
[Contopus cooperi]","1994 [95]
Count Date: 12/20/1994
# Participants: 
# Species Reported: 311
Total Hrs.: 184.00",1,0.0054,
"Olive-sided Flycatcher
[Contopus cooperi]","1995 [96]
Count Date: 12/17/1995
# Participants: 
# Species Reported: 347
Total Hrs.: 190.00",4,0.0211,
"Olive-sided Flycatcher
[Contopus cooperi]","1996 [97]
Count Date: 12/20/1996
# Participants: 
# Species Reported: 369
Total Hrs.: 310.00",2,0.0065,
"Olive-sided Flycatcher
[Contopus cooperi]","1997 [98]
Count Date: 12/19/1997
# Participants: 
# Species Reported: 343
Total Hrs.: 218.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","1998 [99]
Count Date: 12/19/1998
# Participants: 
# Species Reported: 343
Total Hrs.: 145.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","1999 [100]
Count Date: 12/22/1999
# Participants: 
# Species Reported: 357
Total Hrs.: 147.00",1,0.0068,
"Olive-sided Flycatcher
[Contopus cooperi]","2000 [101]
Count Date: 12/20/2000
# Participants: 
# Species Reported: 342
Total Hrs.: 164.00",1,0.0061,
"Olive-sided Flycatcher
[Contopus cooperi]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",3,0.0117,
"Olive-sided Flycatcher
[Contopus cooperi]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",1,0.0041,
"Olive-sided Flycatcher
[Contopus cooperi]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",9,0.0508,
"Olive-sided Flycatcher
[Contopus cooperi]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",1,0.0042,
"Olive-sided Flycatcher
[Contopus cooperi]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",2,0.0061,
"Olive-sided Flycatcher
[Contopus cooperi]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",1,0.004,
"Olive-sided Flycatcher
[Contopus cooperi]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2012 [113]
Count Date: 12/14/2012
# Participants: 26
# Species Reported: 246
Total Hrs.: 100.50",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2013 [114]
Count Date: 12/14/2013
# Participants: 51
# Species Reported: 284
Total Hrs.: 169.75",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2014 [115]
Count Date: 12/14/2014
# Participants: 68
# Species Reported: 331
Total Hrs.: 265.50",2,0.0075,
"Olive-sided Flycatcher
[Contopus cooperi]","2015 [116]
Count Date: 12/14/2015
# Participants: 72
# Species Reported: 317
Total Hrs.: 162.50",1,0.0062,
"Olive-sided Flycatcher
[Contopus cooperi]","2016 [117]
Count Date: 12/14/2016
# Participants: 55
# Species Reported: 365
Total Hrs.: ",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2017 [118]
Count Date: 12/14/2017
# Participants: 44
# Species Reported: 272
Total Hrs.: 78.80",,,
"Olive-sided Flycatcher
[Contopus cooperi]","2018 [119]
Count Date: 12/15/2018
# Participants: 89
# Species Reported: 339
Total Hrs.: 175.75",1,0.0057,
"Olive-sided Flycatcher
[Contopus cooperi]","2019 [120]
Count Date: 12/14/2019
# Participants: 115
# Species Reported: 385
Total Hrs.: 182.00",,,
"Dark Pewee
[Contopus lugubris]","1994 [95]
Count Date: 12/20/1994
# Participants: 
# Species Reported: 311
Total Hrs.: 184.00",,,
"Dark Pewee
[Contopus lugubris]","1995 [96]
Count Date: 12/17/1995
# Participants: 
# Species Reported: 347
Total Hrs.: 190.00",3,0.0158,
"Dark Pewee
[Contopus lugubris]","1996 [97]
Count Date: 12/20/1996
# Participants: 
# Species Reported: 369
Total Hrs.: 310.00",4,0.0129,
"Dark Pewee
[Contopus lugubris]","1997 [98]
Count Date: 12/19/1997
# Participants: 
# Species Reported: 343
Total Hrs.: 218.00",2,0.0092,
"Dark Pewee
[Contopus lugubris]","1998 [99]
Count Date: 12/19/1998
# Participants: 
# Species Reported: 343
Total Hrs.: 145.00",2,0.0138,
"Dark Pewee
[Contopus lugubris]","1999 [100]
Count Date: 12/22/1999
# Participants: 
# Species Reported: 357
Total Hrs.: 147.00",2,0.0136,
"Dark Pewee
[Contopus lugubris]","2000 [101]
Count Date: 12/20/2000
# Participants: 
# Species Reported: 342
Total Hrs.: 164.00",1,0.0061,
"Dark Pewee
[Contopus lugubris]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",2,0.0078,
"Dark Pewee
[Contopus lugubris]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",3,0.0124,
"Dark Pewee
[Contopus lugubris]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",3,0.0127,
"Dark Pewee
[Contopus lugubris]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",,,
"Dark Pewee
[Contopus lugubris]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",,,
"Dark Pewee
[Contopus lugubris]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",,,
"Dark Pewee
[Contopus lugubris]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",,,
"Dark Pewee
[Contopus lugubris]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",,,
"Dark Pewee
[Contopus lugubris]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",,,
"Dark Pewee
[Contopus lugubris]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",,,
"Dark Pewee
[Contopus lugubris]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",,,
"Dark Pewee
[Contopus lugubris]","2012 [113]
Count Date: 12/14/2012
# Participants: 26
# Species Reported: 246
Total Hrs.: 100.50",,,
"Dark Pewee
[Contopus lugubris]","2013 [114]
Count Date: 12/14/2013
# Participants: 51
# Species Reported: 284
Total Hrs.: 169.75",,,
"Dark Pewee
[Contopus lugubris]","2014 [115]
Count Date: 12/14/2014
# Participants: 68
# Species Reported: 331
Total Hrs.: 265.50",cw,0,
"Dark Pewee
[Contopus lugubris]","2015 [116]
Count Date: 12/14/2015
# Participants: 72
# Species Reported: 317
Total Hrs.: 162.50",,,
"Dark Pewee
[Contopus lugubris]","2016 [117]
Count Date: 12/14/2016
# Participants: 55
# Species Reported: 365
Total Hrs.: ",,,
"Dark Pewee
[Contopus lugubris]","2017 [118]
Count Date: 12/14/2017
# Participants: 44
# Species Reported: 272
Total Hrs.: 78.80",,,
"Dark Pewee
[Contopus lugubris]","2018 [119]
Count Date: 12/15/2018
# Participants: 89
# Species Reported: 339
Total Hrs.: 175.75",,,
"Dark Pewee
[Contopus lugubris]","2019 [120]
Count Date: 12/14/2019
# Participants: 115
# Species Reported: 385
Total Hrs.: 182.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","1994 [95]
Count Date: 12/20/1994
# Participants: 
# Species Reported: 311
Total Hrs.: 184.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","1995 [96]
Count Date: 12/17/1995
# Participants: 
# Species Reported: 347
Total Hrs.: 190.00",1,0.0053,
"Western Wood-Pewee
[Contopus sordidulus]","1996 [97]
Count Date: 12/20/1996
# Participants: 
# Species Reported: 369
Total Hrs.: 310.00",3,0.0097,
"Western Wood-Pewee
[Contopus sordidulus]","1997 [98]
Count Date: 12/19/1997
# Participants: 
# Species Reported: 343
Total Hrs.: 218.00",1,0.0046,
"Western Wood-Pewee
[Contopus sordidulus]","1998 [99]
Count Date: 12/19/1998
# Participants: 
# Species Reported: 343
Total Hrs.: 145.00",1,0.0069,
"Western Wood-Pewee
[Contopus sordidulus]","1999 [100]
Count Date: 12/22/1999
# Participants: 
# Species Reported: 357
Total Hrs.: 147.00",3,0.0204,
"Western Wood-Pewee
[Contopus sordidulus]","2000 [101]
Count Date: 12/20/2000
# Participants: 
# Species Reported: 342
Total Hrs.: 164.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","2001 [102]
Count Date: 12/19/2001
# Participants: 
# Species Reported: 376
Total Hrs.: 257.00",1,0.0039,
"Western Wood-Pewee
[Contopus sordidulus]","2002 [103]
Count Date: 12/20/2002
# Participants: 
# Species Reported: 379
Total Hrs.: 241.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","2003 [104]
Count Date: 12/20/2003
# Participants: 4
# Species Reported: 344
Total Hrs.: 236.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","2004 [105]
Count Date: 12/20/2004
# Participants: 5
# Species Reported: 320
Total Hrs.: 200.00",9,0.045,
"Western Wood-Pewee
[Contopus sordidulus]","2005 [106]
Count Date: 12/20/2005
# Participants: 5
# Species Reported: 366
Total Hrs.: 177.00",4,0.0226,
"Western Wood-Pewee
[Contopus sordidulus]","2006 [107]
Count Date: 12/20/2006
# Participants: 7
# Species Reported: 363
Total Hrs.: 236.50",2,0.0085,
"Western Wood-Pewee
[Contopus sordidulus]","2007 [108]
Count Date: 12/20/2007
# Participants: 39
# Species Reported: 306
Total Hrs.: 326.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","2008 [109]
Count Date: 12/14/2008
# Participants: 21
# Species Reported: 299
Total Hrs.: 251.00",2,0.008,
"Western Wood-Pewee
[Contopus sordidulus]","2009 [110]
Count Date: 12/14/2009
# Participants: 41
# Species Reported: 338
Total Hrs.: 252.00",1,0.004,
"Western Wood-Pewee
[Contopus sordidulus]","2010 [111]
Count Date: 12/14/2010
# Participants: 42
# Species Reported: 311
Total Hrs.: 198.00",,,
"Western Wood-Pewee
[Contopus sordidulus]","2011 [112]
Count Date: 12/14/2011
# Participants: 54
# Species Reported: 286
Total Hrs.: 170.00",2,0.0118,
